Name,Age,Occupation,Salary,Car Model,Home State,Location,Children
Alice,48,Data-Scientist,417751,SILVERADO T1ECF LD DBL,Illinois,"(41.8781, -87.6298)",9
David,39,Data-Engineer,278136,COLORADO 31XCN,New-Mexico,"(40.7128, -74.0060)",7
Mattie,57,Driver,348767,SIERRA T1RGF LD REG,New-York,"(33.4484, -112.0740)",0
Ivy,48,Data-Scientist,240879,XT4 E2UL,Illinois,"(39.7392, -104.9903)",2
Charlie,25,Mechanic,237592,BOLT EUV C121,Illinois,"(33.4484, -112.0740)",7
Alice,47,Police-Officer,264243,SILVERADO T1ECF LD DBL,New-Hampshire,"(37.7749, -122.4194)",8
Jack,45,Doctor,402698,SIERRA T1EGF LD DBL,Indiana,"(37.7749, -122.4194)",0
Alice,27,Accountant,45344,BLAZER C1UC,Michigan,"(29.7604, -95.3698)",7
Bailie,27,Chef,320405,BOLT C110,Massachusetts,"(47.6062, -122.3321)",6
Charlie,47,Driver,399116,ENVISTA 9BQB1,Maine,"(34.0522, -118.2437)",0
Garrett,33,Designer,414799,CELESTIQ L246,Texas,"(47.6062, -122.3321)",5
Eva,30,Teacher,241823,CORVETTE Y200,New-Mexico,"(40.7128, -74.0060)",4
Jack,26,Data-Engineer,200161,SIERRA T1EGH HD DBL,Massachusetts,"(37.7749, -122.4194)",7
David,53,Driver,294609,CT5 A2LL,New-York,"(41.8781, -87.6298)",1
Charlie,28,Diesil-Mechanic,216060,SAVANA VAN 610,Oregon,"(25.7617, -80.1918)",1
Eva,52,Chef,368674,XT6 C1TL,Illinois,"(33.4484, -112.0740)",5
Mattie,26,Accountant,301639,SIERRA T1EGH HD DBL,Michigan,"(42.3601, -71.0589)",9
Garrett,30,Artist,151345,LCF GAS-US I-700N,Wyoming,"(40.7128, -74.0060)",7
Frank,40,Doctor,34525,TRAVERSE C1YC,Indiana,"(34.0522, -118.2437)",6
Garrett,31,Data-Scientist,247523,LCF 6500XD I-700N,Montana,"(40.7128, -74.0060)",5
Alice,38,Diesil-Mechanic,246883,CANYON 31CG2,Illinois,"(37.7749, -122.4194)",9
Frank,34,Lawyer,346595,LCF GAS-US I-700N,Washington,"(41.8781, -87.6298)",2
Ivy,32,Chef,252514,CELESTIQ L246,Hawaii,"(39.7392, -104.9903)",5
David,28,Accountant,49799,CELESTIQ L246,Alaska,"(25.7617, -80.1918)",2
Grace,28,Nurse,371325,TRAVERSE C1YC2,New-Mexico,"(40.7128, -74.0060)",0
Grace,36,Data-Scientist,325540,TRAILBLAZER 9BYC,Illinois,"(40.7128, -74.0060)",7
Max,33,Diesil-Mechanic,98412,XT6 C1TL,Washington,"(33.4484, -112.0740)",1
Grace,23,Chef,272999,BLAZER EV C234,Michigan,"(34.0522, -118.2437)",4
Garrett,33,Mechanic,416553,LCF DSL-JP I-700N,Alaska,"(40.7128, -74.0060)",3
Bob,33,Teacher,442199,SAVANA VAN 610,Oregon,"(41.8781, -87.6298)",7
Max,42,Engineer,238177,SIERRA T1RGF LD REG,Indiana,"(37.7749, -122.4194)",8
Bailie,35,Accountant,323996,BOLT C110,Arizona,"(33.4484, -112.0740)",4
Ivy,24,Lawyer,47844,CT5 A2LL,Arizona,"(25.7617, -80.1918)",3
Bailie,58,Accountant,91283,BOLT C110,New-Jersey,"(29.7604, -95.3698)",5
Grace,23,Driver,155162,YUKON T1UGF,Michigan,"(29.7604, -95.3698)",2
David,60,Police-Officer,149208,TRAILBLAZER 9BYC,Washington,"(34.0522, -118.2437)",7
Garrett,37,Data-Engineer,163875,SILVERADO EV BT1CC,New-Jersey,"(29.7604, -95.3698)",7
Bailie,20,Software-Developer,296137,SILVERADO T1CCH HD CREW,Maine,"(41.8781, -87.6298)",0
Levi,31,Accountant,326064,TERRAIN D2UG,Massachusetts,"(33.4484, -112.0740)",0
Eva,45,Designer,171204,COLORADO 31CC2,Montana,"(25.7617, -80.1918)",6
Jack,52,Lieutenant,117111,TRAILBLAZER 9BYC,Arizona,"(29.7604, -95.3698)",8
Garrett,26,Engineer,411127,BLAZER EV C234,Texas,"(40.7128, -74.0060)",3
Mattie,37,Nurse,422060,ENCLAVE C1YB,Massachusetts,"(42.3601, -71.0589)",1
Bob,48,Lawyer,252695,SIERRA T1RGF LD REG,Hawaii,"(37.7749, -122.4194)",1
Max,48,Designer,391036,XT4 E2UL,Arizona,"(25.7617, -80.1918)",4
Garrett,27,Engineer,90350,SIERRA T1CGF LD CREW,Arizona,"(25.7617, -80.1918)",3
Jack,56,Police-Officer,232988,BOLT C110,Massachusetts,"(29.7604, -95.3698)",7
Bailie,36,Data-Scientist,341290,TERRAIN D2UG,New-York,"(47.6062, -122.3321)",6
Levi,51,Software-Developer,272441,SILVERADO EV BT1CC,Michigan,"(39.7392, -104.9903)",6
Grace,50,Diesil-Mechanic,411908,COLORADO 31XCN,Wyoming,"(25.7617, -80.1918)",1
Ivy,54,Data-Engineer,191804,ESCALADE ESV T1YLF,Illinois,"(34.0522, -118.2437)",1
Helen,46,Engineer,440850,SILVERADO T1RCH HD REG,New-Jersey,"(47.6062, -122.3321)",6
David,51,Doctor,127798,LYRIQ L233,Illinois,"(29.7604, -95.3698)",3
Max,35,Software-Developer,255778,LCF GAS-US I-700N,Michigan,"(25.7617, -80.1918)",3
Eva,48,Police-Officer,235615,YUKON XL T1YGF,New-Jersey,"(29.7604, -95.3698)",2
Charlie,22,Driver,38003,CANYON 31XGN,Michigan,"(25.7617, -80.1918)",7
Bob,46,Data-Engineer,357697,CANYON 31XGN,Michigan,"(40.7128, -74.0060)",5
Grace,21,Chef,388563,ENCORE G1UB,New-York,"(41.8781, -87.6298)",1
Charlie,50,Diesil-Mechanic,220005,AV A110,Indiana,"(39.7392, -104.9903)",3
Frank,34,Mechanic,33901,SUBURBAN T1YCF,New-Hampshire,"(40.7128, -74.0060)",8
Charlie,34,Software-Developer,178896,ACADIA C1UG,Wyoming,"(25.7617, -80.1918)",1
Garrett,35,Nurse,113707,TRAX 9BQC1,New-York,"(37.7749, -122.4194)",5
Charlie,58,Teacher,174480,BLAZER EV C234,Arizona,"(25.7617, -80.1918)",4
Helen,50,Accountant,116852,TRAVERSE C1YC2,New-Jersey,"(41.8781, -87.6298)",9
Bailie,23,Software-Developer,122908,ACADIA C1UG,Arizona,"(34.0522, -118.2437)",4
Helen,57,Data-Engineer,435063,ACADIA C1UG,Wyoming,"(34.0522, -118.2437)",1
Alice,55,Designer,101175,EXPRESS VAN 610,Wyoming,"(47.6062, -122.3321)",4
Max,41,Diesil-Mechanic,369974,XT6 C1TL,New-Mexico,"(37.7749, -122.4194)",6
Bob,47,Teacher,342579,SILVERADO T1ECH HD DBL,Arizona,"(29.7604, -95.3698)",5
Bob,33,Driver,258575,ENCLAVE C1YB,Alaska,"(37.7749, -122.4194)",5
Grace,26,Data-Scientist,414748,ENVISTA 9BQB1,Indiana,"(42.3601, -71.0589)",6
Charlie,37,Teacher,215622,LYRIQ L233,Indiana,"(42.3601, -71.0589)",7
David,36,Lawyer,321395,TAHOE T1UCF,Arizona,"(25.7617, -80.1918)",5
Jack,42,Data-Scientist,372785,CT4 A2SL,Michigan,"(39.7392, -104.9903)",5
Bailie,37,Diesil-Mechanic,73117,SAVANA VAN 610,Texas,"(41.8781, -87.6298)",0
Max,27,Police-Officer,392097,SPARK M2JC,Washington,"(40.7128, -74.0060)",2
Mattie,38,Lieutenant,449582,TAHOE T1UCF,Oregon,"(39.7392, -104.9903)",0
Jack,54,Police-Officer,443701,SILVERADO T1RCF LD REG,Arizona,"(34.0522, -118.2437)",9
Frank,58,Designer,145863,SILVERADO T1RCF LD REG,Indiana,"(47.6062, -122.3321)",9
Alice,48,Doctor,61604,CT4 A2SL,New-Hampshire,"(34.0522, -118.2437)",8
Bailie,50,Data-Scientist,103418,SILVERADO EV BT1CC,Massachusetts,"(40.7128, -74.0060)",4
Jack,32,Driver,399761,ACADIA C1UG,Illinois,"(29.7604, -95.3698)",2
Grace,32,Designer,304755,SIERRA T1CGF LD CREW,Texas,"(34.0522, -118.2437)",2
Eva,43,Driver,431564,BLAZER C1UC,New-York,"(37.7749, -122.4194)",5
Max,23,Engineer,54579,SPARK M2JC,Montana,"(34.0522, -118.2437)",7
Alice,56,Teacher,420466,LCF GAS-US I-700N,Hawaii,"(41.8781, -87.6298)",5
Ivy,20,Chef,128119,TRAX 9BQC1,Arizona,"(29.7604, -95.3698)",6
Charlie,50,Engineer,348989,SILVERADO T1CCH HD CREW,Oregon,"(47.6062, -122.3321)",4
Charlie,52,Software-Developer,336179,SUBURBAN T1YCF,Washington,"(33.4484, -112.0740)",7
David,32,Designer,162588,AV A110,New-Jersey,"(40.7128, -74.0060)",4
Levi,30,Doctor,94839,BOLT C110,Indiana,"(25.7617, -80.1918)",3
Max,38,Lieutenant,317733,SIERRA T1RGF LD REG,Arizona,"(39.7392, -104.9903)",0
Bailie,58,Software-Developer,138042,TRAX 9BQC1,Indiana,"(41.8781, -87.6298)",7
David,51,Diesil-Mechanic,123060,SILVERADO EV BT1CC,Michigan,"(29.7604, -95.3698)",6
Frank,55,Diesil-Mechanic,308862,COLORADO 31CC2,Illinois,"(39.7392, -104.9903)",2
Max,32,Accountant,309889,SIERRA T1RGH HD REG,New-Jersey,"(41.8781, -87.6298)",5
Grace,51,Teacher,301137,YUKON XL T1YGF,New-Hampshire,"(42.3601, -71.0589)",4
Mattie,47,Lawyer,251201,SILVERADO T1RCH HD REG,New-Jersey,"(39.7392, -104.9903)",3
Alice,29,Doctor,90604,ESCALADE T1ULF,New-Mexico,"(37.7749, -122.4194)",0
Ivy,21,Lieutenant,329581,COLORADO 31XCN,Alaska,"(40.7128, -74.0060)",9
Eva,56,Diesil-Mechanic,367146,CELESTIQ L246,New-York,"(42.3601, -71.0589)",5
Mattie,32,Chef,113480,SILVERADO T1ECF LD DBL,Indiana,"(37.7749, -122.4194)",5
Garrett,26,Data-Engineer,286946,LCF DSL-JP I-700N,Maine,"(41.8781, -87.6298)",5
Alice,42,Mechanic,48806,SAVANA VAN 610,Maine,"(42.3601, -71.0589)",6
Bob,38,Police-Officer,436599,ENCLAVE C1YB,Alaska,"(29.7604, -95.3698)",8
Ivy,58,Artist,92367,SPARK M2JC,Hawaii,"(47.6062, -122.3321)",9
Mattie,41,Nurse,150723,SIERRA T1EGH HD DBL,New-Jersey,"(37.7749, -122.4194)",3
Grace,60,Artist,232636,SIERRA T1CGH HD CREW,New-Mexico,"(40.7128, -74.0060)",9
Frank,32,Data-Engineer,104940,CT4 A2SL,New-York,"(40.7128, -74.0060)",5
Alice,27,Lieutenant,446338,TRAVERSE C1YC,New-Mexico,"(40.7128, -74.0060)",7
Levi,22,Data-Engineer,322358,SILVERADO T1ECH HD DBL,Wyoming,"(29.7604, -95.3698)",6
Alice,40,Data-Engineer,407143,ESCALADE ESV T1YLF,Illinois,"(40.7128, -74.0060)",5
Frank,33,Mechanic,77557,SAVANA VAN 610,Hawaii,"(37.7749, -122.4194)",7
Charlie,54,Data-Scientist,337661,SILVERADO T1CCF LD CREW,Illinois,"(25.7617, -80.1918)",7
Frank,40,Nurse,55187,ENCLAVE C1YB,Massachusetts,"(34.0522, -118.2437)",3
Grace,41,Lawyer,105776,CANYON 31CG2,Massachusetts,"(34.0522, -118.2437)",4
Bob,30,Driver,249697,SILVERADO T1CCF LD CREW,Montana,"(34.0522, -118.2437)",1
Levi,22,Data-Engineer,177143,BOLT C110,Arizona,"(41.8781, -87.6298)",4
Max,20,Teacher,197786,TAHOE T1UCF,Indiana,"(42.3601, -71.0589)",2
Helen,54,Diesil-Mechanic,423902,BLAZER EV C234,Texas,"(33.4484, -112.0740)",0
Eva,29,Accountant,144316,BOLT C110,Oregon,"(39.7392, -104.9903)",4
Charlie,32,Mechanic,78177,LCF GAS-US I-700N,Montana,"(42.3601, -71.0589)",8
Max,26,Software-Developer,59235,CT5 A2LL,Washington,"(34.0522, -118.2437)",6
Garrett,60,Engineer,361048,MALIBU E2SC,New-York,"(40.7128, -74.0060)",0
Mattie,35,Artist,302071,SIERRA T1EGH HD DBL,New-Mexico,"(33.4484, -112.0740)",3
Frank,57,Data-Scientist,253676,CELESTIQ L246,Wyoming,"(37.7749, -122.4194)",6
Mattie,25,Police-Officer,200278,SIERRA T1CGH HD CREW,Montana,"(41.8781, -87.6298)",7
Alice,52,Nurse,280868,SIERRA T1RGH HD REG,Montana,"(25.7617, -80.1918)",9
Mattie,26,Mechanic,175324,SILVERADO T1CCH HD CREW,New-York,"(33.4484, -112.0740)",7
Ivy,42,Engineer,322232,SILVERADO T1ECF LD DBL,Washington,"(41.8781, -87.6298)",6
Bailie,33,Designer,429488,SILVERADO T1ECH HD DBL,New-Mexico,"(37.7749, -122.4194)",3
Alice,39,Data-Engineer,176242,BOLT EUV C121,Illinois,"(25.7617, -80.1918)",6
Max,53,Diesil-Mechanic,335208,TRAX-K G1UC,New-Hampshire,"(34.0522, -118.2437)",6
Garrett,29,Diesil-Mechanic,208194,YUKON T1UGF,New-Mexico,"(40.7128, -74.0060)",0
Mattie,50,Software-Developer,356590,SIERRA T1CGF LD CREW,Indiana,"(41.8781, -87.6298)",1
David,45,Artist,379945,MALIBU E2SC,Wyoming,"(33.4484, -112.0740)",7
Eva,47,Designer,194953,BLAZER EV C234,Washington,"(29.7604, -95.3698)",6
Levi,43,Software-Developer,296062,BLAZER EV C234,Texas,"(41.8781, -87.6298)",6
Bob,34,Teacher,58477,SIERRA T1RGH HD REG,Michigan,"(47.6062, -122.3321)",9
Charlie,28,Nurse,392219,CANYON 31CG2,Illinois,"(40.7128, -74.0060)",0
Mattie,38,Software-Developer,374563,MALIBU E2SC,Oregon,"(25.7617, -80.1918)",6
Mattie,58,Engineer,362966,ENVISION E2UB,New-Mexico,"(25.7617, -80.1918)",4
Levi,50,Nurse,74587,LCF 6500XD I-700N,Montana,"(40.7128, -74.0060)",9
Frank,31,Diesil-Mechanic,203525,COLORADO 31CC2,Oregon,"(34.0522, -118.2437)",0
Bob,28,Nurse,210382,YUKON XL T1YGF,Arizona,"(34.0522, -118.2437)",8
Ivy,20,Lawyer,91940,SUBURBAN T1YCF,Alaska,"(41.8781, -87.6298)",4
Levi,20,Chef,117779,CORVETTE Y200,New-Mexico,"(37.7749, -122.4194)",6
Max,51,Data-Engineer,227759,SPARK M2JC,Michigan,"(29.7604, -95.3698)",3
Ivy,36,Designer,248525,HUM BEV BT1UG,Arizona,"(40.7128, -74.0060)",1
Charlie,28,Data-Scientist,434497,ESCALADE ESV T1YLF,Hawaii,"(33.4484, -112.0740)",8
Garrett,54,Designer,244820,SILVERADO T1ECF LD DBL,Washington,"(34.0522, -118.2437)",7
David,29,Lieutenant,404513,CT5 A2LL,Texas,"(39.7392, -104.9903)",8
Grace,32,Designer,216965,SILVERADO EV BT1CC,Wyoming,"(33.4484, -112.0740)",6
Ivy,43,Mechanic,181785,SIERRA T1CGH HD CREW,Wyoming,"(34.0522, -118.2437)",3
Alice,37,Artist,280411,XT6 C1TL,Oregon,"(37.7749, -122.4194)",2
Garrett,39,Accountant,140275,SIERRA T1RGF LD REG,Alaska,"(47.6062, -122.3321)",0
Bob,23,Diesil-Mechanic,367358,SILVERADO T1ECF LD DBL,Oregon,"(41.8781, -87.6298)",4
Charlie,53,Lawyer,265089,TERRAIN D2UG,Maine,"(37.7749, -122.4194)",0
Helen,32,Data-Scientist,101271,LYRIQ L233,Indiana,"(25.7617, -80.1918)",4
Levi,46,Accountant,330462,LYRIQ L233,Illinois,"(41.8781, -87.6298)",6
Bailie,27,Designer,286161,LYRIQ L233,New-Jersey,"(39.7392, -104.9903)",6
David,26,Designer,380735,HUM BEV BT1UG,Illinois,"(40.7128, -74.0060)",5
Jack,31,Designer,162258,HUM BEV BT1UG,Arizona,"(25.7617, -80.1918)",9
Bob,38,Artist,147946,SILVERADO T1RCF LD REG,New-York,"(29.7604, -95.3698)",0
Ivy,27,Engineer,442882,SIERRA T1RGF LD REG,New-Jersey,"(29.7604, -95.3698)",2
Bailie,50,Data-Engineer,66098,ENVISION E2UB,Massachusetts,"(47.6062, -122.3321)",8
Max,52,Chef,213777,EXPRESS VAN 610,Michigan,"(33.4484, -112.0740)",7
Garrett,60,Engineer,213186,LCF DSL-JP I-700N,New-Hampshire,"(47.6062, -122.3321)",7
Helen,52,Diesil-Mechanic,93330,SIERRA T1CGF LD CREW,New-Hampshire,"(39.7392, -104.9903)",4
Frank,57,Driver,79480,CT4 A2SL,Michigan,"(39.7392, -104.9903)",0
Garrett,25,Chef,408505,TRAVERSE C1YC,Massachusetts,"(40.7128, -74.0060)",9
Levi,47,Engineer,383582,CAMARO A1AC CONV,Texas,"(29.7604, -95.3698)",2
Eva,32,Accountant,293881,CAMARO A1BC COUPE,Wyoming,"(47.6062, -122.3321)",3
Max,58,Lawyer,328041,ACADIA C1UG,Arizona,"(40.7128, -74.0060)",7
Max,47,Accountant,53645,SILVERADO T1CCH HD CREW,New-Mexico,"(42.3601, -71.0589)",3
Garrett,33,Data-Engineer,336446,TRAILBLAZER 9BYC,Oregon,"(42.3601, -71.0589)",4
Mattie,20,Engineer,194207,COLORADO 31CC2,Massachusetts,"(40.7128, -74.0060)",2
Bailie,56,Mechanic,129527,CANYON 31XGN,New-Mexico,"(34.0522, -118.2437)",4
David,39,Chef,362859,CORVETTE Y200,Montana,"(39.7392, -104.9903)",0
Ivy,40,Artist,328702,AV A110,New-York,"(40.7128, -74.0060)",4
Charlie,38,Nurse,110556,SIERRA T1RGF LD REG,Michigan,"(37.7749, -122.4194)",9
Max,43,Data-Scientist,127633,CT5 A2LL,Michigan,"(29.7604, -95.3698)",8
David,34,Teacher,375756,CT5 A2LL,Massachusetts,"(39.7392, -104.9903)",5
Levi,57,Driver,428798,MALIBU E2SC,Massachusetts,"(42.3601, -71.0589)",4
Eva,47,Data-Scientist,42071,TRAVERSE C1YC,Oregon,"(39.7392, -104.9903)",4
Bob,49,Designer,158660,CANYON 31CG2,Hawaii,"(29.7604, -95.3698)",4
Jack,50,Artist,45278,ENCLAVE C1YB,Michigan,"(25.7617, -80.1918)",5
David,28,Software-Developer,143824,TAHOE T1UCF,New-York,"(40.7128, -74.0060)",7
Frank,38,Lieutenant,342555,CT4 A2SL,Illinois,"(39.7392, -104.9903)",3
Max,31,Accountant,136346,SUBURBAN T1YCF,Washington,"(39.7392, -104.9903)",7
Levi,46,Chef,197842,LCF 6500XD I-700N,New-Mexico,"(37.7749, -122.4194)",8
David,26,Data-Engineer,315535,BLAZER C1UC,Hawaii,"(34.0522, -118.2437)",6
Ivy,49,Lawyer,103736,CELESTIQ L246,New-Mexico,"(40.7128, -74.0060)",7
Garrett,35,Engineer,280957,CAMARO A1AC CONV,Illinois,"(29.7604, -95.3698)",2
Ivy,21,Designer,217242,ENCORE GX 9BUB,Indiana,"(47.6062, -122.3321)",2
Max,24,Software-Developer,121573,TRAVERSE C1YC2,Michigan,"(33.4484, -112.0740)",0
Alice,43,Data-Scientist,39207,ENCORE G1UB,Illinois,"(29.7604, -95.3698)",9
Garrett,24,Accountant,43899,TRAX-K G1UC,Indiana,"(40.7128, -74.0060)",1
Garrett,54,Nurse,403344,SILVERADO T1RCF LD REG,Maine,"(42.3601, -71.0589)",7
Charlie,55,Data-Scientist,82717,ESCALADE ESV T1YLF,Hawaii,"(37.7749, -122.4194)",8
Mattie,53,Artist,358456,LCF GAS-US I-700N,New-Hampshire,"(39.7392, -104.9903)",1
Mattie,42,Engineer,138556,MALIBU E2SC,New-Mexico,"(47.6062, -122.3321)",9
Bob,49,Designer,40303,XT4 E2UL,Indiana,"(41.8781, -87.6298)",0
David,34,Doctor,191408,XT6 C1TL,Texas,"(34.0522, -118.2437)",4
Eva,29,Diesil-Mechanic,244846,SILVERADO T1CCH HD CREW,New-Hampshire,"(37.7749, -122.4194)",1
Mattie,54,Designer,257971,TRAVERSE C1YC,Alaska,"(25.7617, -80.1918)",8
Charlie,38,Driver,94848,SILVERADO T1RCF LD REG,Montana,"(42.3601, -71.0589)",4
Charlie,51,Designer,251063,ESCALADE ESV T1YLF,Michigan,"(25.7617, -80.1918)",7
Jack,30,Mechanic,298490,EXPRESS VAN 610,Texas,"(25.7617, -80.1918)",2
David,58,Data-Engineer,214657,LYRIQ L233,Indiana,"(42.3601, -71.0589)",9
Jack,37,Diesil-Mechanic,440010,LYRIQ L233,Arizona,"(34.0522, -118.2437)",1
Levi,37,Lawyer,392745,SUBURBAN T1YCF,Washington,"(25.7617, -80.1918)",3
Eva,46,Chef,89713,TRAVERSE C1YC,Massachusetts,"(42.3601, -71.0589)",9
Alice,59,Nurse,367226,TAHOE T1UCF,New-Jersey,"(41.8781, -87.6298)",8
Bob,47,Chef,58591,SIERRA T1RGF LD REG,Arizona,"(39.7392, -104.9903)",6
Mattie,42,Teacher,123905,CAMARO A1BC COUPE,New-Jersey,"(39.7392, -104.9903)",7
Ivy,43,Lawyer,32891,ENVISION E2UB,Michigan,"(42.3601, -71.0589)",0
Eva,31,Data-Engineer,181913,XT6 C1TL,Illinois,"(37.7749, -122.4194)",0
Mattie,57,Diesil-Mechanic,44233,CAMARO A1BC COUPE,Massachusetts,"(37.7749, -122.4194)",4
Frank,41,Diesil-Mechanic,354178,SILVERADO T1CCH HD CREW,New-York,"(37.7749, -122.4194)",7
David,54,Doctor,91038,BLAZER EV C234,Indiana,"(34.0522, -118.2437)",4
Levi,54,Nurse,186811,PICKUP-E BEV BT1FG,Hawaii,"(25.7617, -80.1918)",1
Frank,25,Lawyer,186456,CANYON 31XGN,Maine,"(25.7617, -80.1918)",2
Alice,49,Police-Officer,136517,CELESTIQ L246,Texas,"(41.8781, -87.6298)",8
Charlie,42,Engineer,30025,SIERRA T1RGF LD REG,Arizona,"(39.7392, -104.9903)",3
Levi,56,Data-Scientist,235174,SIERRA T1EGF LD DBL,Oregon,"(25.7617, -80.1918)",8
David,30,Lawyer,443213,SPARK M2JC,Maine,"(33.4484, -112.0740)",4
Bailie,29,Police-Officer,284340,CAMARO A1BC COUPE,Hawaii,"(34.0522, -118.2437)",6
Helen,36,Diesil-Mechanic,157576,ENVISTA 9BQB1,New-Hampshire,"(33.4484, -112.0740)",2
Alice,27,Driver,131852,SILVERADO 4500/5500,Michigan,"(29.7604, -95.3698)",1
Garrett,31,Designer,434440,COLORADO 31CC2,Texas,"(39.7392, -104.9903)",8
Max,56,Data-Scientist,293042,EQUINOX EV C223,Hawaii,"(47.6062, -122.3321)",8
Eva,35,Nurse,307729,ENCORE G1UB,Hawaii,"(33.4484, -112.0740)",6
Levi,32,Artist,446185,SIERRA T1CGF LD CREW,Hawaii,"(39.7392, -104.9903)",6
Max,27,Diesil-Mechanic,297621,AV A110,Maine,"(34.0522, -118.2437)",4
Garrett,50,Accountant,238319,CAMARO A1BC COUPE,Massachusetts,"(42.3601, -71.0589)",6
David,21,Chef,126278,TAHOE T1UCF,Washington,"(47.6062, -122.3321)",5
Frank,22,Accountant,128211,CT5 A2LL,Oregon,"(34.0522, -118.2437)",4
Levi,41,Lieutenant,346155,SILVERADO 4500/5500,New-Mexico,"(34.0522, -118.2437)",0
Helen,42,Software-Developer,104422,LCF 6500XD I-700N,Texas,"(34.0522, -118.2437)",2
Eva,56,Engineer,95822,CANYON 31XGN,Massachusetts,"(25.7617, -80.1918)",2
Jack,39,Driver,246431,LCF 6500XD I-700N,New-Mexico,"(42.3601, -71.0589)",6
Bob,30,Designer,209643,XT5 C1UL,Wyoming,"(33.4484, -112.0740)",1
Eva,33,Police-Officer,184782,SIERRA T1RGH HD REG,Michigan,"(37.7749, -122.4194)",9
Eva,58,Nurse,203507,BOLT C110,New-Hampshire,"(47.6062, -122.3321)",5
Alice,28,Mechanic,220439,HUM BEV BT1UG,Texas,"(42.3601, -71.0589)",4
Mattie,35,Driver,202962,SIERRA T1CGH HD CREW,New-Jersey,"(41.8781, -87.6298)",6
Jack,31,Teacher,192400,SIERRA T1EGH HD DBL,Washington,"(39.7392, -104.9903)",6
Mattie,29,Driver,329461,SIERRA T1EGF LD DBL,New-Mexico,"(29.7604, -95.3698)",5
Max,45,Diesil-Mechanic,349882,EQUINOX EV C223,New-York,"(25.7617, -80.1918)",7
Levi,60,Diesil-Mechanic,365219,ESCALADE T1ULF,Arizona,"(41.8781, -87.6298)",5
Bob,24,Nurse,448897,CORVETTE Y200,Massachusetts,"(29.7604, -95.3698)",9
Bob,44,Accountant,415881,XT6 C1TL,New-Mexico,"(40.7128, -74.0060)",0
Grace,43,Artist,436972,SUBURBAN T1YCF,Texas,"(41.8781, -87.6298)",3
Mattie,52,Data-Engineer,220390,CAMARO A1BC COUPE,Indiana,"(39.7392, -104.9903)",1
Jack,32,Teacher,414612,SILVERADO T1CCH HD CREW,New-Jersey,"(47.6062, -122.3321)",0
David,47,Mechanic,347085,ESCALADE ESV T1YLF,Montana,"(42.3601, -71.0589)",8
Helen,47,Mechanic,167945,SIERRA T1CGH HD CREW,Texas,"(47.6062, -122.3321)",4
Eva,58,Data-Engineer,169263,SIERRA T1RGH HD REG,Hawaii,"(29.7604, -95.3698)",3
Bob,51,Lawyer,376857,TRAX-K G1UC,Illinois,"(47.6062, -122.3321)",9
Max,37,Diesil-Mechanic,71605,TRAX-K G1UC,Arizona,"(34.0522, -118.2437)",7
Garrett,33,Data-Scientist,428554,SIERRA T1RGF LD REG,Maine,"(33.4484, -112.0740)",4
Charlie,38,Lawyer,407511,SUBURBAN T1YCF,Washington,"(47.6062, -122.3321)",3
Helen,31,Accountant,69427,SILVERADO T1RCH HD REG,New-Hampshire,"(34.0522, -118.2437)",9
Max,48,Data-Scientist,379417,SILVERADO T1RCF LD REG,Massachusetts,"(25.7617, -80.1918)",3
Levi,33,Artist,78099,LCF DSL-JP I-700N,Montana,"(33.4484, -112.0740)",2
Eva,24,Data-Scientist,322091,BLAZER C1UC,Hawaii,"(47.6062, -122.3321)",1
Mattie,36,Data-Scientist,249866,LCF 6500XD I-700N,New-Jersey,"(25.7617, -80.1918)",9
Alice,24,Artist,95436,TRAILBLAZER 9BYC,New-York,"(29.7604, -95.3698)",5
Bob,55,Data-Engineer,257681,XT5 C1UL,New-Jersey,"(29.7604, -95.3698)",1
Charlie,46,Artist,269721,SILVERADO T1CCH HD CREW,Arizona,"(34.0522, -118.2437)",0
Frank,56,Data-Engineer,355211,ACADIA C1UG,Montana,"(34.0522, -118.2437)",3
Jack,33,Artist,298695,BOLT EUV C121,New-York,"(25.7617, -80.1918)",7
Mattie,58,Artist,96119,CELESTIQ L246,New-Hampshire,"(29.7604, -95.3698)",2
Frank,51,Driver,118041,SILVERADO T1CCH HD CREW,Wyoming,"(42.3601, -71.0589)",9
David,50,Doctor,54348,TERRAIN D2UG,Texas,"(29.7604, -95.3698)",7
David,26,Diesil-Mechanic,379717,TRAVERSE C1YC2,Washington,"(40.7128, -74.0060)",3
Bailie,30,Nurse,433054,LCF DSL-JP I-700N,Illinois,"(37.7749, -122.4194)",5
Charlie,39,Teacher,337926,LCF 6500XD I-700N,Montana,"(47.6062, -122.3321)",8
Frank,39,Data-Engineer,356882,COLORADO 31CC2,Massachusetts,"(34.0522, -118.2437)",9
Garrett,55,Doctor,210556,TERRAIN D2UG,New-Jersey,"(41.8781, -87.6298)",0
Alice,22,Teacher,69597,SAVANA VAN 610,Michigan,"(40.7128, -74.0060)",1
Jack,39,Engineer,94549,CANYON 31XGN,New-Jersey,"(40.7128, -74.0060)",5
Charlie,48,Data-Scientist,117824,CAMARO A1BC COUPE,Illinois,"(33.4484, -112.0740)",0
Garrett,27,Driver,199271,SIERRA T1CGH HD CREW,Arizona,"(41.8781, -87.6298)",3
Grace,43,Software-Developer,259303,ENVISTA 9BQB1,Massachusetts,"(25.7617, -80.1918)",8
